Fecha(yyyy-mm-dd),Hora(hh:mm:ss),Temperatura(℃),Humedad(%),Dirección del viento(°),Velocidad del viento(m/s),Presión barométrica(hPa),Precipitación(mm)
2024-11-22,0 days 23:32:15,19.5,81.0,122.5,0.9,1012.4,0.0
2024-11-22,0 days 23:47:15,19.2,82.5,110.2,1.0,1012.3,0.0
2024-11-23,0 days 00:02:15,19.4,80.5,137.9,1.0,1012.2,0.0
2024-11-23,0 days 00:17:15,19.2,81.0,118.0,1.7,1012.0,0.0
2024-11-23,0 days 00:32:15,19.1,81.5,116.3,1.0,1011.8,0.0
2024-11-23,0 days 00:47:15,19.2,81.0,176.8,0.6,1011.7,0.0
2024-11-23,0 days 01:02:15,18.9,81.5,160.0,1.3,1011.5,0.0
2024-11-23,0 days 01:17:15,18.5,82.5,176.3,1.1,1011.2,0.0
2024-11-23,0 days 01:32:15,18.2,84.5,184.0,0.7,1011.5,0.0
2024-11-23,0 days 01:47:15,18.2,85.5,153.8,1.5,1011.4,0.0
2024-11-23,0 days 02:02:15,18.2,84.5,154.8,1.5,1011.2,0.0
2024-11-23,0 days 02:17:15,18.0,84.5,145.1,1.2,1011.1,0.0
2024-11-23,0 days 02:32:15,17.8,85.5,155.5,1.8,1011.0,0.0
2024-11-23,0 days 02:47:15,18.1,85.5,148.5,1.3,1011.0,0.0
2024-11-23,0 days 03:02:15,18.6,83.5,143.4,2.5,1011.0,0.0
2024-11-23,0 days 03:17:15,18.4,83.5,159.2,1.8,1010.7,0.0
2024-11-23,0 days 03:32:15,17.7,86.0,166.2,0.3,1010.6,0.0
2024-11-23,0 days 03:47:15,17.4,88.0,181.2,0.2,1010.7,0.0
2024-11-23,0 days 04:02:15,17.0,89.0,284.6,0.2,1010.4,0.0
2024-11-23,0 days 04:17:15,16.9,90.0,203.3,0.2,1010.4,0.0
2024-11-23,0 days 04:32:15,16.6,89.5,239.7,0.6,1010.3,0.0
2024-11-23,0 days 04:47:15,16.3,90.0,253.4,0.3,1010.2,0.0
2024-11-23,0 days 05:02:15,16.3,90.5,165.2,0.3,1010.3,0.0
2024-11-23,0 days 05:17:15,16.3,90.5,34.9,0.3,1010.4,0.0
2024-11-23,0 days 05:32:15,16.2,90.5,154.6,0.3,1010.3,0.0
2024-11-23,0 days 05:47:15,16.0,90.5,110.2,0.3,1010.3,0.0
2024-11-23,0 days 06:02:15,16.2,91.0,244.4,0.1,1010.7,0.0
2024-11-23,0 days 06:17:15,16.2,91.0,300.1,0.2,1010.9,0.0
2024-11-23,0 days 06:32:15,16.1,91.0,246.9,0.4,1011.0,0.0
2024-11-23,0 days 06:47:15,16.0,91.0,252.2,0.6,1011.2,0.0
2024-11-23,0 days 07:02:15,16.1,92.0,258.4,0.5,1011.4,0.0
2024-11-23,0 days 07:17:15,16.5,91.5,197.4,0.4,1012.0,0.0
2024-11-23,0 days 07:32:15,17.2,90.5,209.0,0.5,1012.5,0.0
2024-11-23,0 days 07:47:15,18.2,87.5,136.9,0.8,1012.6,0.0
2024-11-23,0 days 08:02:15,19.2,82.5,238.9,0.4,1012.6,0.0
2024-11-23,0 days 08:17:15,20.5,78.5,240.5,0.5,1012.9,0.0
2024-11-23,0 days 08:32:17,21.2,77.0,168.2,0.6,1013.1,0.0
2024-11-23,0 days 08:47:15,21.6,75.0,187.5,0.6,1013.1,0.0
2024-11-23,0 days 09:02:15,22.5,73.5,155.7,1.0,1013.5,0.0
2024-11-23,0 days 09:17:15,23.2,71.0,144.8,1.6,1013.7,0.0
2024-11-23,0 days 09:32:15,23.9,69.5,221.5,1.5,1013.8,0.0
2024-11-23,0 days 09:47:15,24.5,68.5,143.6,1.6,1014.0,0.0
2024-11-23,0 days 10:02:15,25.7,63.0,194.5,1.8,1013.9,0.0
2024-11-23,0 days 10:17:15,25.8,62.5,166.0,3.5,1013.7,0.0
2024-11-23,0 days 10:32:15,26.5,61.5,139.2,5.0,1013.8,0.0
2024-11-23,0 days 10:47:15,26.9,58.5,155.4,2.8,1013.6,0.0
2024-11-23,0 days 18:32:15,23.0,74.0,89.1,1.6,1009.3,0.0
2024-11-23,0 days 18:47:15,22.7,75.5,90.0,1.4,1009.5,0.0
2024-11-23,0 days 19:02:15,22.3,77.0,86.0,1.3,1009.6,0.0
2024-11-23,0 days 19:17:15,22.1,77.0,70.7,1.7,1009.6,0.0
2024-11-23,0 days 19:32:14,21.9,77.0,101.3,2.4,1009.6,0.0
2024-11-23,0 days 19:47:14,21.7,76.5,107.7,0.9,1009.6,0.0
2024-11-23,0 days 20:02:14,21.4,77.0,110.0,1.0,1009.7,0.0
2024-11-23,0 days 20:17:15,21.4,77.5,91.7,1.1,1009.8,0.0
2024-11-23,0 days 20:32:14,21.1,79.0,130.4,1.5,1010.1,0.0
2024-11-23,0 days 20:47:14,20.9,80.0,89.7,1.7,1010.1,0.0
2024-11-23,0 days 21:02:14,20.8,81.0,78.5,1.2,1010.3,0.0
2024-11-23,0 days 21:17:15,20.7,82.0,74.4,1.1,1010.4,0.0
2024-11-23,0 days 21:32:14,20.5,82.5,80.9,1.4,1010.5,0.0
2024-11-23,0 days 21:47:15,20.3,83.5,91.1,1.4,1010.4,0.0
2024-11-23,0 days 22:02:14,20.2,83.5,77.1,1.0,1010.3,0.0
2024-11-23,0 days 22:17:14,20.2,83.5,116.1,1.8,1010.3,0.0
2024-11-23,0 days 22:32:14,20.1,83.5,77.0,1.0,1010.4,0.0
2024-11-23,0 days 22:47:14,19.9,84.0,98.7,0.8,1010.5,0.0
2024-11-23,0 days 23:02:14,19.7,85.0,103.7,1.2,1010.3,0.0
2024-11-23,0 days 23:17:14,19.6,85.0,94.5,1.1,1010.3,0.0
2024-11-23,0 days 23:32:14,19.4,85.5,96.0,0.8,1010.3,0.0
2024-11-23,0 days 23:47:14,19.3,85.5,126.1,1.0,1010.2,0.0
2024-11-24,0 days 00:02:14,19.1,86.0,119.5,1.7,1010.1,0.0
2024-11-24,0 days 00:17:14,19.0,86.5,130.7,1.3,1009.9,0.0
2024-11-24,0 days 00:32:14,18.7,86.0,142.4,1.0,1009.7,0.0
2024-11-24,0 days 00:47:14,18.3,88.5,125.2,1.7,1009.5,0.0
2024-11-24,0 days 01:02:14,18.3,87.5,140.8,1.1,1009.5,0.0
2024-11-24,0 days 01:17:14,18.1,88.0,149.3,1.3,1009.2,0.0
2024-11-24,0 days 01:32:14,18.4,87.5,147.0,1.2,1009.3,0.0
2024-11-24,0 days 01:47:15,18.2,87.5,145.0,1.0,1009.1,0.0
2024-11-24,0 days 02:02:14,18.0,88.5,147.7,1.1,1009.2,0.0
2024-11-24,0 days 02:17:14,17.8,89.5,136.4,0.2,1009.1,0.0
2024-11-24,0 days 02:32:14,17.9,89.5,57.2,0.3,1009.2,0.0
2024-11-24,0 days 02:47:14,17.9,90.0,326.5,0.3,1009.1,0.0
2024-11-24,0 days 03:02:14,17.8,90.0,275.5,0.8,1009.1,0.0
2024-11-24,0 days 03:17:14,17.6,91.0,275.0,0.4,1008.9,0.0
2024-11-24,0 days 03:32:14,17.4,91.0,214.4,0.2,1008.8,0.0
2024-11-24,0 days 03:47:14,17.3,91.5,191.1,0.5,1008.9,0.0
2024-11-24,0 days 04:02:14,17.1,92.0,63.6,0.1,1008.8,0.0
2024-11-24,0 days 04:17:15,17.0,92.0,186.8,0.7,1008.9,0.0
2024-11-24,0 days 04:32:14,17.1,92.5,131.5,0.8,1008.9,0.0
2024-11-24,0 days 04:47:14,17.1,92.0,211.7,0.3,1009.0,0.0
2024-11-24,0 days 05:02:14,17.1,92.0,183.1,0.8,1009.1,0.0
2024-11-24,0 days 05:17:14,17.1,92.0,203.6,0.3,1009.2,0.0
2024-11-24,0 days 05:32:14,17.1,92.0,190.3,0.3,1009.1,0.0
2024-11-24,0 days 05:47:14,17.1,92.5,324.3,0.2,1009.2,0.0
2024-11-24,0 days 06:02:14,17.2,92.5,314.7,0.1,1009.3,0.0
2024-11-24,0 days 06:17:14,17.2,92.5,224.1,0.1,1009.6,0.0
2024-11-24,0 days 06:32:14,17.2,92.5,179.5,0.4,1009.7,0.0
2024-11-24,0 days 06:47:14,17.0,92.5,198.4,0.2,1009.7,0.0
2024-11-24,0 days 07:02:14,17.2,93.0,99.1,0.4,1009.8,0.0
2024-11-24,0 days 07:17:14,17.4,92.5,131.9,0.7,1010.1,0.0
2024-11-24,0 days 07:32:14,18.2,91.5,127.4,0.7,1010.7,0.0
2024-11-24,0 days 07:47:14,18.9,88.5,153.3,1.5,1010.7,0.0
2024-11-24,0 days 08:02:14,19.7,85.0,183.9,0.7,1010.8,0.0
2024-11-24,0 days 08:17:14,20.6,82.0,150.2,1.6,1010.9,0.0
2024-11-24,0 days 08:32:14,21.0,80.0,138.2,1.1,1011.0,0.0
2024-11-24,0 days 08:47:14,22.3,76.5,196.8,1.0,1011.4,0.0
2024-11-24,0 days 09:02:14,23.2,72.5,138.9,0.8,1011.6,0.0
2024-11-24,0 days 09:17:14,23.9,70.5,161.8,1.3,1011.6,0.0
2024-11-24,0 days 09:32:14,23.9,69.0,146.7,2.0,1011.6,0.0
2024-11-24,0 days 09:47:14,24.6,67.0,155.6,1.7,1011.7,0.0
2024-11-24,0 days 10:02:14,25.4,66.0,160.2,2.8,1011.8,0.0
2024-11-24,0 days 10:17:14,26.4,63.0,137.4,2.1,1011.9,0.0
2024-11-24,0 days 10:32:14,26.5,61.5,190.4,1.8,1011.7,0.0
2024-11-24,0 days 10:47:14,27.0,57.0,154.4,2.3,1011.4,0.0
2024-11-24,0 days 15:17:14,29.7,51.0,63.7,2.4,1007.1,0.0
2024-11-24,0 days 15:32:14,29.2,54.0,146.2,3.4,1006.9,0.0
2024-11-24,0 days 15:47:15,29.0,55.0,61.9,0.8,1006.9,0.0
2024-11-24,0 days 16:02:14,28.6,56.5,61.1,2.4,1006.7,0.0
2024-11-24,0 days 16:17:14,28.2,58.0,79.9,4.2,1006.6,0.0
2024-11-24,0 days 16:32:14,27.9,58.0,72.7,4.2,1006.6,0.0
2024-11-24,0 days 16:47:14,27.6,58.0,97.4,3.1,1006.6,0.0
2024-11-24,0 days 17:02:14,27.2,57.5,88.4,3.2,1006.4,0.0
2024-11-24,0 days 18:47:14,23.3,70.5,62.9,1.2,1007.4,0.0
2024-11-24,0 days 19:02:14,23.0,71.5,84.1,1.6,1007.8,0.0
2024-11-24,0 days 19:17:14,22.7,72.0,75.5,2.7,1007.8,0.0
2024-11-24,0 days 19:32:14,22.8,72.0,151.5,0.9,1008.1,0.0
2024-11-24,0 days 19:47:14,22.5,73.0,117.1,0.9,1008.3,0.0
2024-11-24,0 days 20:02:14,22.3,74.5,65.8,1.0,1008.6,0.0
2024-11-24,0 days 20:17:14,22.1,75.5,87.2,1.8,1008.9,0.0
2024-11-24,0 days 20:32:14,21.9,76.5,95.7,2.1,1009.1,0.0
2024-11-24,0 days 20:47:14,21.8,78.0,82.9,0.7,1009.3,0.0
2024-11-24,0 days 21:02:14,21.6,79.0,97.2,0.8,1009.5,0.0
2024-11-24,0 days 21:17:14,21.5,79.5,98.5,1.3,1009.6,0.0
2024-11-24,0 days 21:32:14,21.3,80.0,113.5,1.7,1009.5,0.0
2024-11-24,0 days 21:47:14,21.1,80.5,83.5,1.4,1009.5,0.0
2024-11-24,0 days 22:02:14,21.0,81.0,94.0,1.0,1009.6,0.0
2024-11-24,0 days 22:17:14,20.9,81.5,85.8,1.4,1009.6,0.0
2024-11-24,0 days 22:32:14,20.8,81.5,85.6,1.3,1009.6,0.0
2024-11-24,0 days 22:47:16,20.6,82.0,76.9,0.9,1009.5,0.0
2024-11-24,0 days 23:02:14,20.3,83.0,71.7,0.9,1009.5,0.0
2024-11-24,0 days 23:17:14,20.1,84.0,95.7,0.9,1009.6,0.0
2024-11-24,0 days 23:32:14,20.0,84.5,76.2,0.8,1009.5,0.0
2024-11-24,0 days 23:47:14,19.9,84.5,98.9,0.8,1009.3,0.0
2024-11-25,0 days 00:02:14,19.8,85.0,99.1,0.8,1009.3,0.0
2024-11-25,0 days 00:17:14,19.7,85.0,118.3,0.9,1009.2,0.0
2024-11-25,0 days 00:32:14,19.5,84.5,157.3,0.9,1008.8,0.0
2024-11-25,0 days 00:47:14,18.8,86.0,190.3,0.7,1008.5,0.0
2024-11-25,0 days 01:02:14,18.2,88.0,280.9,0.4,1008.3,0.0
2024-11-25,0 days 01:17:14,18.2,89.0,268.6,0.8,1008.5,0.0
2024-11-25,0 days 01:32:14,18.1,89.5,270.5,0.8,1008.4,0.0
2024-11-25,0 days 01:47:14,18.0,89.5,299.0,1.0,1008.4,0.0
2024-11-25,0 days 02:02:14,17.8,90.0,172.4,0.3,1008.4,0.0
2024-11-25,0 days 02:17:14,17.8,90.5,276.3,0.9,1008.4,0.0
2024-11-25,0 days 02:32:14,17.6,90.0,280.3,0.7,1008.2,0.0
2024-11-25,0 days 02:47:14,17.6,90.5,339.9,0.4,1008.2,0.0
2024-11-25,0 days 03:02:14,17.4,90.0,183.9,0.5,1007.9,0.0
2024-11-25,0 days 03:17:14,17.3,91.0,235.0,0.6,1008.0,0.0
2024-11-25,0 days 03:32:14,17.0,91.0,215.6,0.4,1008.1,0.0
2024-11-25,0 days 03:47:14,16.9,91.5,244.7,0.3,1008.0,0.0
2024-11-25,0 days 04:02:14,16.8,92.0,157.6,0.6,1008.1,0.0
2024-11-25,0 days 04:17:14,16.6,92.0,173.6,0.8,1008.1,0.0
2024-11-25,0 days 04:32:14,16.6,92.5,158.2,0.6,1008.2,0.0
2024-11-25,0 days 04:47:14,16.5,92.5,157.1,0.6,1008.3,0.0
2024-11-25,0 days 05:02:14,16.4,92.5,186.6,0.5,1008.3,0.0
2024-11-25,0 days 05:17:14,16.2,92.5,141.6,0.7,1008.4,0.0
2024-11-25,0 days 05:32:14,16.1,93.0,138.9,1.0,1008.5,0.0
2024-11-25,0 days 05:47:14,16.0,93.0,164.3,0.6,1008.7,0.0
2024-11-25,0 days 06:02:14,15.8,93.0,143.3,0.9,1008.7,0.0
2024-11-25,0 days 06:17:14,16.1,93.5,155.1,0.8,1009.0,0.0
2024-11-25,0 days 06:32:14,16.1,93.5,153.2,0.9,1009.1,0.0
2024-11-25,0 days 06:47:14,16.1,93.5,145.5,0.7,1009.3,0.0
2024-11-25,0 days 07:02:14,16.0,93.5,142.1,0.7,1009.5,0.0
2024-11-25,0 days 07:17:14,16.4,93.5,146.2,0.7,1009.9,0.01
2024-11-25,0 days 07:32:14,16.8,93.5,82.6,0.2,1010.2,0.01
2024-11-25,0 days 07:47:14,17.3,92.5,205.7,0.4,1010.8,0.01
2024-11-25,0 days 08:02:14,18.5,90.5,300.3,0.2,1011.4,0.01
2024-11-25,0 days 08:17:14,19.4,85.0,72.0,0.4,1011.2,0.01
2024-11-25,0 days 08:32:14,20.6,79.0,138.9,0.5,1011.3,0.01
2024-11-25,0 days 08:47:14,21.6,76.0,205.8,1.3,1011.6,0.01
2024-11-25,0 days 09:02:14,22.5,73.0,142.7,0.5,1011.9,0.01
2024-11-25,0 days 09:17:14,23.1,73.0,147.8,1.0,1012.0,0.01
2024-11-25,0 days 09:32:14,24.5,68.0,301.0,0.6,1012.3,0.01
2024-11-25,0 days 09:47:14,25.8,65.5,152.9,0.6,1012.7,0.01
2024-11-25,0 days 10:02:14,26.2,63.5,147.6,1.0,1012.6,0.01
2024-11-25,0 days 10:17:14,26.8,63.0,143.4,2.0,1012.6,0.01
2024-11-25,0 days 10:32:14,26.5,63.0,143.7,3.1,1012.2,0.01
2024-11-25,0 days 10:47:14,27.6,59.0,142.6,4.4,1012.3,0.01
2024-11-25,0 days 15:32:14,29.0,51.0,124.1,4.0,1008.7,0.01
2024-11-25,0 days 15:47:14,28.9,53.5,75.1,3.2,1009.1,0.01
2024-11-25,0 days 16:02:14,28.9,53.0,76.9,3.7,1009.2,0.01
2024-11-25,0 days 16:17:14,28.7,53.5,63.2,2.4,1009.2,0.01
2024-11-25,0 days 16:32:14,28.3,55.5,102.6,2.6,1009.2,0.01
2024-11-25,0 days 16:47:14,27.9,56.5,82.9,3.4,1009.3,0.01
2024-11-25,0 days 17:02:14,27.3,58.5,80.7,0.9,1009.3,0.01
2024-11-25,0 days 18:47:14,23.1,72.0,76.5,1.4,1010.2,0.01
2024-11-25,0 days 19:02:14,22.9,73.0,49.9,1.2,1010.4,0.01
2024-11-25,0 days 19:17:14,22.8,74.5,111.4,1.0,1010.9,0.01
2024-11-25,0 days 19:32:14,22.6,75.5,69.0,0.7,1011.1,0.01
2024-11-25,0 days 19:47:16,22.4,76.0,50.7,1.0,1011.4,0.01
2024-11-25,0 days 20:02:14,22.3,77.5,69.5,0.6,1011.8,0.01
2024-11-25,0 days 20:17:14,22.1,78.5,113.0,0.8,1012.0,0.01
2024-11-25,0 days 20:32:14,21.9,79.5,83.9,0.9,1012.2,0.01
2024-11-25,0 days 20:47:14,21.8,80.5,84.9,0.6,1012.4,0.01
2024-11-25,0 days 21:02:14,21.7,81.0,98.1,0.7,1012.7,0.01
2024-11-25,0 days 21:17:14,21.6,81.5,68.4,0.6,1012.9,0.01
2024-11-25,0 days 21:32:14,21.5,82.5,48.9,0.9,1013.3,0.01
2024-11-25,0 days 21:47:14,21.5,83.0,131.3,0.4,1013.5,0.01
2024-11-25,0 days 22:02:14,21.5,83.5,57.4,0.8,1013.7,0.01
2024-11-25,0 days 22:17:14,21.5,83.5,100.3,1.1,1013.7,0.01
2024-11-25,0 days 22:32:14,21.4,84.0,87.4,0.5,1013.7,0.01
2024-11-25,0 days 22:47:14,21.2,84.5,97.3,0.7,1013.8,0.01
2024-11-25,0 days 23:02:14,21.1,85.0,92.7,0.8,1013.8,0.01
2024-11-25,0 days 23:17:14,21.0,85.5,72.4,0.5,1013.8,0.01
2024-11-25,0 days 23:32:14,20.9,85.5,83.6,1.4,1013.9,0.01
2024-11-25,0 days 23:47:14,20.7,86.5,73.1,0.9,1013.9,0.01
2024-11-26,0 days 00:02:14,20.6,86.5,70.1,0.9,1014.0,0.01
2024-11-26,0 days 00:17:14,20.6,87.0,76.4,1.0,1014.0,0.01
2024-11-26,0 days 00:32:14,20.4,87.5,64.2,0.6,1014.0,0.01
2024-11-26,0 days 00:47:14,20.1,88.0,102.3,0.5,1013.9,0.01
2024-11-26,0 days 01:02:14,19.3,88.5,107.5,0.5,1013.6,0.01
2024-11-26,0 days 01:17:14,18.9,89.5,156.6,0.3,1013.4,0.01
2024-11-26,0 days 01:32:14,18.3,90.0,271.4,0.5,1013.2,0.01
2024-11-26,0 days 01:47:16,18.1,91.5,296.6,0.3,1013.3,0.01
2024-11-26,0 days 02:02:14,17.8,92.0,225.5,0.2,1013.2,0.01
2024-11-26,0 days 02:17:14,17.4,92.5,303.2,0.1,1013.2,0.01
2024-11-26,0 days 02:47:14,17.5,93.0,240.8,0.1,1013.5,0.01
2024-11-26,0 days 03:02:14,17.3,93.0,307.9,0.1,1013.4,0.01
2024-11-26,0 days 03:17:14,17.5,93.0,282.2,0.6,1013.6,0.01
2024-11-26,0 days 03:32:14,17.4,93.5,317.4,0.2,1013.6,0.01
2024-11-26,0 days 03:47:14,17.5,93.5,221.6,0.2,1013.6,0.01
2024-11-26,0 days 04:02:14,17.8,93.5,77.8,0.4,1013.8,0.01
2024-11-26,0 days 04:17:14,18.0,93.5,290.2,0.5,1014.0,0.01
2024-11-26,0 days 04:32:14,17.6,93.5,251.4,0.7,1013.9,0.01
2024-11-26,0 days 04:47:14,17.2,93.5,284.0,0.2,1013.7,0.01
2024-11-26,0 days 05:02:14,16.6,93.0,150.0,0.4,1013.4,0.01
2024-11-26,0 days 05:17:14,16.1,93.5,137.4,0.5,1013.2,0.01
2024-11-26,0 days 05:32:14,16.1,94.0,306.4,0.2,1013.3,0.0
2024-11-26,0 days 05:47:14,16.2,94.0,173.9,0.3,1013.6,0.0
2024-11-26,0 days 06:02:14,15.9,93.5,143.9,0.8,1013.6,0.0
2024-11-26,0 days 06:17:14,15.9,94.0,121.2,0.3,1013.6,0.0
2024-11-26,0 days 06:32:14,15.9,94.0,131.9,0.5,1014.0,0.0
2024-11-26,0 days 06:47:14,15.9,94.0,126.0,0.2,1014.2,0.0
2024-11-26,0 days 07:02:14,16.0,94.0,145.0,0.8,1014.3,0.0
2024-11-26,0 days 07:17:14,16.1,94.0,157.1,0.6,1014.5,0.0
2024-11-26,0 days 07:32:14,16.3,94.0,85.6,0.3,1014.7,0.0
2024-11-26,0 days 07:47:14,16.4,94.0,165.8,0.2,1015.0,0.0
2024-11-26,0 days 08:02:14,16.8,94.0,157.3,0.4,1015.5,0.0
2024-11-26,0 days 08:17:14,17.3,94.0,162.5,0.8,1015.9,0.0
2024-11-26,0 days 08:32:14,17.9,94.0,128.1,0.6,1016.3,0.0
2024-11-26,0 days 08:47:14,18.4,93.5,143.9,1.2,1016.7,0.0
2024-11-26,0 days 09:02:14,19.0,93.5,154.7,1.1,1017.1,0.0
2024-11-26,0 days 09:17:14,19.8,93.0,137.1,0.7,1017.4,0.0
2024-11-26,0 days 09:32:14,20.7,92.0,213.3,0.5,1017.9,0.0
2024-11-26,0 days 09:47:14,21.8,90.0,195.3,0.3,1017.9,0.0
2024-11-26,0 days 10:02:16,23.4,82.0,162.4,0.5,1017.7,0.0
2024-11-26,0 days 10:17:14,25.3,74.0,98.8,0.3,1017.7,0.0
2024-11-26,0 days 10:32:14,26.8,69.0,298.4,0.5,1017.6,0.0
2024-11-26,0 days 10:47:14,27.5,65.5,233.1,1.1,1017.2,0.0
2024-11-26,0 days 15:02:14,30.9,46.0,74.1,1.8,1011.6,0.0
2024-11-26,0 days 15:17:14,30.5,48.5,107.2,1.6,1011.6,0.0
2024-11-26,0 days 15:32:14,31.0,46.5,65.3,1.8,1011.5,0.0
2024-11-26,0 days 15:47:14,31.0,49.0,60.7,1.1,1011.5,0.0
2024-11-26,0 days 16:02:16,30.2,51.0,70.0,1.8,1011.1,0.0
2024-11-26,0 days 16:17:14,29.8,52.5,51.3,0.9,1010.9,0.0
2024-11-26,0 days 16:32:14,29.4,52.0,83.3,1.2,1010.7,0.0
2024-11-26,0 days 16:47:14,29.1,54.0,99.7,1.4,1010.8,0.0
2024-11-26,0 days 17:02:14,28.6,56.0,71.1,1.8,1010.8,0.0
2024-11-26,0 days 17:17:14,27.3,66.0,86.2,1.5,1011.1,0.0
2024-11-26,0 days 19:02:14,23.5,78.5,70.2,1.7,1012.1,0.0
2024-11-26,0 days 19:17:14,23.2,79.5,69.3,1.6,1012.2,0.0
2024-11-26,0 days 19:32:14,22.9,81.0,75.1,1.0,1012.5,0.0
2024-11-26,0 days 19:47:14,22.7,81.5,75.1,1.0,1012.6,0.0
2024-11-26,0 days 20:02:14,22.6,82.0,83.6,0.7,1012.7,0.0
2024-11-26,0 days 20:17:14,22.4,83.0,73.7,1.2,1012.9,0.0
2024-11-26,0 days 20:32:14,22.4,83.0,92.9,0.8,1013.0,0.0
2024-11-26,0 days 20:47:14,22.3,83.5,66.2,0.6,1013.2,0.0
2024-11-26,0 days 21:02:14,22.0,84.0,148.4,1.0,1013.1,0.0
2024-11-26,0 days 21:17:14,21.6,85.0,143.0,0.7,1013.0,0.0
2024-11-26,0 days 21:32:14,21.7,85.0,144.0,0.8,1013.1,0.0
2024-11-26,0 days 21:47:14,21.5,85.0,163.7,0.7,1013.0,0.0
2024-11-26,0 days 22:02:16,20.9,87.0,147.3,1.0,1012.9,0.0
2024-11-26,0 days 22:17:14,20.6,88.5,121.1,1.1,1012.9,0.0
2024-11-26,0 days 22:32:14,21.1,88.0,147.2,1.5,1013.0,0.0
2024-11-26,0 days 22:47:14,21.2,87.5,133.1,1.3,1012.9,0.0
2024-11-26,0 days 23:02:14,21.3,87.0,136.4,1.7,1012.8,0.0
2024-11-26,0 days 23:17:14,21.1,87.0,133.1,1.4,1012.7,0.0
2024-11-26,0 days 23:32:14,21.1,87.5,158.4,1.4,1012.7,0.0
2024-11-26,0 days 23:47:14,21.2,87.5,137.3,0.8,1012.6,0.0
2024-11-27,0 days 00:02:14,21.2,88.0,124.3,0.9,1012.4,0.0
2024-11-27,0 days 00:17:14,21.0,88.5,127.3,1.6,1012.2,0.0
2024-11-27,0 days 00:32:14,20.2,89.0,143.2,1.4,1011.7,0.0
2024-11-27,0 days 00:47:14,19.6,90.5,163.9,0.8,1011.4,0.0
2024-11-27,0 days 01:02:14,19.5,91.0,135.4,0.9,1011.3,0.0
2024-11-27,0 days 01:17:14,19.2,91.5,238.2,0.1,1011.1,0.0
2024-11-27,0 days 01:32:14,19.0,92.0,318.0,0.3,1010.8,0.0
2024-11-27,0 days 01:47:14,18.8,92.5,341.1,0.4,1010.6,0.0
2024-11-27,0 days 02:02:14,18.7,93.0,250.4,0.3,1010.4,0.0
2024-11-27,0 days 02:17:14,18.6,93.0,315.5,0.2,1010.2,0.0
2024-11-27,0 days 02:32:14,18.8,93.0,344.9,0.5,1010.2,0.0
2024-11-27,0 days 02:47:14,18.9,93.0,239.8,0.1,1010.1,0.0
2024-11-27,0 days 03:02:14,18.7,93.0,181.5,0.5,1009.9,0.0
2024-11-27,0 days 03:17:14,18.3,93.0,118.3,0.6,1009.5,0.0
2024-11-27,0 days 03:32:14,18.1,93.0,127.2,0.6,1009.2,0.0
2024-11-27,0 days 03:47:14,17.7,93.5,127.8,0.6,1008.9,0.0
2024-11-27,0 days 04:02:14,18.2,94.0,130.7,0.9,1009.1,0.0
2024-11-27,0 days 04:17:14,18.2,94.0,101.7,0.1,1009.1,0.0
2024-11-27,0 days 04:32:14,17.3,93.0,253.2,0.3,1008.5,0.0
2024-11-27,0 days 04:47:14,17.0,94.0,119.9,0.9,1008.3,0.0
2024-11-27,0 days 05:02:14,17.5,94.0,123.0,0.7,1008.6,0.0
2024-11-27,0 days 05:17:14,17.9,94.0,132.1,0.8,1008.8,0.0
2024-11-27,0 days 05:32:14,17.8,94.0,137.4,0.5,1008.8,0.0
2024-11-27,0 days 05:47:14,17.6,94.0,246.4,0.1,1008.7,0.0
2024-11-27,0 days 06:02:14,17.5,94.0,282.0,0.1,1008.7,0.0
2024-11-27,0 days 06:17:14,17.2,94.0,155.4,0.6,1008.6,0.0
2024-11-27,0 days 06:32:14,17.0,94.0,168.1,0.9,1008.5,0.0
2024-11-27,0 days 06:47:14,17.3,94.5,184.4,0.9,1008.8,0.0
2024-11-27,0 days 07:02:14,17.3,94.5,191.0,0.3,1008.9,0.0
2024-11-27,0 days 07:17:14,17.4,94.0,177.9,1.0,1009.0,0.0
2024-11-27,0 days 07:32:14,17.5,94.0,168.2,1.1,1009.1,0.0
2024-11-27,0 days 07:47:14,17.9,94.0,156.3,1.6,1009.4,0.0
2024-11-27,0 days 08:02:14,18.5,93.0,158.8,1.7,1009.8,0.0
2024-11-27,0 days 08:17:14,19.4,92.0,119.4,1.8,1010.4,0.0
2024-11-27,0 days 08:32:14,20.5,87.5,147.4,1.6,1010.0,0.0
2024-11-27,0 days 08:47:14,21.5,81.0,142.3,1.5,1009.7,0.0
2024-11-27,0 days 09:02:14,22.5,77.0,170.5,1.8,1009.8,0.0
2024-11-27,0 days 09:17:14,23.1,75.5,147.2,2.0,1009.8,0.0
2024-11-27,0 days 09:32:14,24.2,73.0,130.1,2.2,1010.1,0.0
2024-11-27,0 days 09:47:14,25.0,71.0,153.5,2.1,1010.1,0.0
2024-11-27,0 days 10:02:14,25.7,65.0,133.6,3.2,1009.7,0.0
2024-11-27,0 days 10:17:14,26.4,62.0,141.8,3.5,1009.7,0.0
2024-11-27,0 days 10:32:16,26.8,61.0,174.9,3.6,1009.5,0.0
2024-11-27,0 days 10:47:14,27.3,58.0,164.0,5.5,1009.1,0.0
2024-11-27,0 days 11:02:14,27.6,58.0,169.6,3.9,1008.9,0.0
