Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2024-10-23 01:16:23","21.8 ℃","93 %","28.5 °","0.3 m/s","1013.5 hPa","0 mm","96 %",
"2024-10-23 01:31:23","21.9 ℃","93 %","223.2 °","0.3 m/s","1013.5 hPa","0 mm","96 %",
"2024-10-23 01:46:23","21.7 ℃","93 %","215.7 °","0.5 m/s","1013.2 hPa","0 mm","94 %",
"2024-10-23 02:01:23","21.8 ℃","93.5 %","222.3 °","0.7 m/s","1013.2 hPa","0 mm","94 %",
"2024-10-23 02:16:23","21.6 ℃","93 %","162 °","0.5 m/s","1012.9 hPa","0 mm","94 %",
"2024-10-23 02:31:23","21.4 ℃","93.5 %","201.6 °","0.4 m/s","1012.7 hPa","0 mm","94 %",
"2024-10-23 02:46:23","21.4 ℃","93.5 %","198.9 °","0.4 m/s","1012.7 hPa","0 mm","94 %",
"2024-10-23 03:01:23","21.4 ℃","94 %","158.8 °","0.5 m/s","1012.7 hPa","0 mm","93 %",
"2024-10-23 03:16:23","21.5 ℃","94 %","179 °","0.4 m/s","1012.7 hPa","0 mm","93 %",
"2024-10-23 03:31:23","21.3 ℃","94 %","171.3 °","0.3 m/s","1012.7 hPa","0 mm","93 %",
"2024-10-23 03:46:23","21.3 ℃","94 %","192.6 °","0.4 m/s","1012.6 hPa","0 mm","93 %",
"2024-10-23 04:01:26","21.3 ℃","94 %","249 °","0.3 m/s","1012.7 hPa","0 mm","91 %",
"2024-10-23 04:16:23","21.1 ℃","94 %","309.7 °","0.2 m/s","1012.5 hPa","0 mm","91 %",
"2024-10-23 04:31:23","21 ℃","94 %","328.7 °","0.2 m/s","1012.6 hPa","0 mm","91 %",
"2024-10-23 04:46:23","21.4 ℃","94.5 %","322.1 °","0.3 m/s","1012.8 hPa","0 mm","91 %",
"2024-10-23 05:01:23","21.3 ℃","94 %","165.6 °","0.5 m/s","1012.7 hPa","0 mm","91 %",
"2024-10-23 05:16:23","21.1 ℃","94 %","228.5 °","0.1 m/s","1012.6 hPa","0 mm","90 %",
"2024-10-23 05:31:23","21.3 ℃","94.5 %","197.4 °","0.4 m/s","1012.9 hPa","0 mm","90 %",
"2024-10-23 05:46:23","21.3 ℃","94.5 %","28.7 °","0.5 m/s","1012.9 hPa","0 mm","90 %",
"2024-10-23 06:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2024-10-23 06:16:23","21.5 ℃","94.5 %","140.3 °","0.8 m/s","1013.2 hPa","0 mm","89 %",
"2024-10-23 06:31:23","21.4 ℃","94.5 %","142.2 °","1 m/s","1013.1 hPa","0 mm","89 %",
"2024-10-23 06:46:23","21.2 ℃","94 %","157.5 °","0.7 m/s","1013.1 hPa","0 mm","89 %",
"2024-10-23 07:01:23","21.4 ℃","94.5 %","169.4 °","0.4 m/s","1013.4 hPa","0 mm","89 %",
"2024-10-23 07:16:23","21.4 ℃","94 %","60.1 °","0.4 m/s","1013.3 hPa","0 mm","89 %",
"2024-10-23 07:31:23","22 ℃","94.5 %","125.1 °","0.5 m/s","1013.9 hPa","0 mm","89 %",
"2024-10-23 07:46:23","22.2 ℃","94.5 %","93.5 °","0.5 m/s","1014 hPa","0 mm","89 %",
"2024-10-23 08:01:23","23.7 ℃","93.5 %","81.1 °","0.9 m/s","1014.9 hPa","0 mm","89 %",
"2024-10-23 08:16:23","24.9 ℃","92 %","5.2 °","0.4 m/s","1015.5 hPa","0 mm","89 %",
"2024-10-23 08:31:23","26.4 ℃","87.5 %","286.5 °","0.3 m/s","1015 hPa","0 mm","100 %",
"2024-10-23 08:46:23","27.1 ℃","78 %","277 °","0.8 m/s","1014.7 hPa","0 mm","100 %",
"2024-10-23 09:01:23","27.5 ℃","76 %","103.7 °","0.3 m/s","1014.6 hPa","0 mm","100 %",
"2024-10-23 09:16:23","28.2 ℃","74 %","100.1 °","0.4 m/s","1014.8 hPa","0 mm","100 %",
"2024-10-23 09:31:24","29.4 ℃","69 %","213.3 °","0.5 m/s","1015 hPa","0 mm","100 %",
"2024-10-23 09:46:23"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 10:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 10:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 10:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 10:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 11:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 11:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 11:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 11:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 12:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 12:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 12:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 12:46:28"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 13:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 13:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 13:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 13:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 14:01:28"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 14:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 14:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 14:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 15:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 15:16:23","32.4 ℃","55.5 %","79.4 °","1.8 m/s","1011.1 hPa","0 mm","100 %",
"2024-10-23 15:31:24","31.3 ℃","60 %","113.8 °","0.9 m/s","1011 hPa","0 mm","100 %",
"2024-10-23 15:46:24","30.9 ℃","60.5 %","66.1 °","1.9 m/s","1010.8 hPa","0 mm","100 %",
"2024-10-23 16:01:24","30.8 ℃","61.5 %","79.6 °","2.2 m/s","1010.9 hPa","0 mm","100 %",
"2024-10-23 16:16:23","30.7 ℃","61.5 %","73.6 °","2 m/s","1011 hPa","0 mm","100 %",
"2024-10-23 16:31:24","30.4 ℃","62 %","72.7 °","1.7 m/s","1010.8 hPa","0 mm","100 %",
"2024-10-23 16:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 17:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 17:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 17:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 17:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 18:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 18:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 18:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-23 18:46:23","25.4 ℃","79.5 %","129.9 °","0.9 m/s","1011.8 hPa","0 mm","100 %",
"2024-10-23 19:01:23","25.1 ℃","82.5 %","148.9 °","0.9 m/s","1012.1 hPa","0 mm","100 %",
"2024-10-23 19:16:23","24.6 ℃","85 %","128.6 °","1.4 m/s","1012.3 hPa","0 mm","100 %",
"2024-10-23 19:31:23","24.5 ℃","85 %","126.1 °","0.8 m/s","1012.6 hPa","0 mm","100 %",
"2024-10-23 19:46:23","24.4 ℃","85 %","142.8 °","0.9 m/s","1012.7 hPa","0 mm","100 %",
"2024-10-23 20:01:23","24 ℃","85.5 %","163.4 °","1.2 m/s","1012.8 hPa","0 mm","100 %",
"2024-10-23 20:16:23","23.6 ℃","86 %","137.2 °","0.7 m/s","1012.9 hPa","0 mm","100 %",
"2024-10-23 20:31:23","23.8 ℃","86.5 %","138.4 °","1.1 m/s","1013.2 hPa","0 mm","100 %",
"2024-10-23 20:46:23","23.5 ℃","86.5 %","138.3 °","1.2 m/s","1013.3 hPa","0 mm","100 %",
"2024-10-23 21:01:23","23.5 ℃","86.5 %","135.6 °","1.2 m/s","1013.4 hPa","0 mm","100 %",
"2024-10-23 21:16:23","23.2 ℃","87.5 %","198.5 °","0.4 m/s","1013.4 hPa","0 mm","100 %",
"2024-10-23 21:31:23","23.2 ℃","88.5 %","217.3 °","0.2 m/s","1013.5 hPa","0 mm","100 %",
"2024-10-23 21:46:23","23 ℃","89.5 %","135.9 °","0.5 m/s","1013.5 hPa","0 mm","100 %",
"2024-10-23 22:01:23","22.8 ℃","90 %","8.7 °","0.1 m/s","1013.5 hPa","0 mm","100 %",
"2024-10-23 22:16:23","22.7 ℃","90.5 %","284 °","0.1 m/s","1013.6 hPa","0 mm","100 %",
"2024-10-23 22:31:23","22.9 ℃","90.5 %","79.4 °","1 m/s","1013.6 hPa","0 mm","100 %",
"2024-10-23 22:46:23","22.8 ℃","89 %","283.6 °","0.1 m/s","1013.2 hPa","0 mm","98 %",
"2024-10-23 23:01:23","22.6 ℃","89.5 %","174.9 °","0 m/s","1013 hPa","0 mm","98 %",
"2024-10-23 23:16:23","22.6 ℃","89.5 %","88.8 °","0.9 m/s","1012.9 hPa","0 mm","98 %",
"2024-10-23 23:31:23","22.5 ℃","88.5 %","286.7 °","0.5 m/s","1012.7 hPa","0 mm","98 %",
"2024-10-23 23:46:23","22.4 ℃","89.5 %","306.1 °","0.2 m/s","1012.5 hPa","0 mm","97 %",
"2024-10-24 00:01:23","22.3 ℃","89.5 %","99.8 °","0.9 m/s","1012.3 hPa","0 mm","97 %",
"2024-10-24 00:16:23","22.5 ℃","88.5 %","289.3 °","0.6 m/s","1012.2 hPa","0 mm","97 %",
"2024-10-24 00:31:23","22.2 ℃","89.5 %","171.6 °","0.2 m/s","1011.9 hPa","0 mm","97 %",
"2024-10-24 00:46:23","22 ℃","90 %","141.9 °","0.6 m/s","1011.8 hPa","0 mm","97 %",
"2024-10-24 01:01:23","21.9 ℃","90 %","153.4 °","0.9 m/s","1011.6 hPa","0 mm","95 %",
"2024-10-24 01:17:23","21.8 ℃","90.5 %","144.5 °","0.9 m/s","1011.3 hPa","0 mm","95 %",
"2024-10-24 01:31:23","21.8 ℃","90.5 %","213.6 °","0.3 m/s","1011.4 hPa","0 mm","95 %",
"2024-10-24 01:46:23","21.8 ℃","90 %","288.1 °","0.3 m/s","1011.3 hPa","0 mm","95 %",
"2024-10-24 02:01:23","21.7 ℃","91 %","153.3 °","0.6 m/s","1011.1 hPa","0 mm","95 %",
"2024-10-24 02:16:23","21.6 ℃","91.5 %","207.8 °","0.2 m/s","1010.9 hPa","0 mm","94 %",
"2024-10-24 02:31:23","21.4 ℃","92 %","333.9 °","0.3 m/s","1010.9 hPa","0 mm","94 %",
"2024-10-24 02:46:23","21.6 ℃","92 %","8.8 °","0.4 m/s","1010.9 hPa","0 mm","94 %",
"2024-10-24 03:01:23","21.8 ℃","91.5 %","51.9 °","0.5 m/s","1010.9 hPa","0 mm","94 %",
"2024-10-24 03:16:23","21.8 ℃","91 %","41.4 °","0.7 m/s","1010.7 hPa","0 mm","92 %",
"2024-10-24 03:31:23","21.9 ℃","91 %","119.5 °","0.5 m/s","1010.6 hPa","0 mm","92 %",
"2024-10-24 03:46:23","21.9 ℃","91.5 %","52.8 °","0.2 m/s","1010.4 hPa","0 mm","92 %",
"2024-10-24 04:01:23","22 ℃","91.5 %","82.4 °","0.4 m/s","1010.4 hPa","0 mm","92 %",
"2024-10-24 04:16:23","21.6 ℃","91 %","140.7 °","0.8 m/s","1010.2 hPa","0 mm","91 %",
"2024-10-24 04:31:23","21.7 ℃","92 %","117.3 °","0.5 m/s","1010.4 hPa","0 mm","91 %",
"2024-10-24 04:46:23","21.7 ℃","92 %","173.5 °","0.5 m/s","1010.5 hPa","0 mm","91 %",
"2024-10-24 05:01:23","21.7 ℃","92 %","185.5 °","0.7 m/s","1010.5 hPa","0 mm","91 %",
"2024-10-24 05:16:23","21.5 ℃","92.5 %","141.3 °","0.9 m/s","1010.4 hPa","0 mm","90 %",
"2024-10-24 05:31:23","21.6 ℃","93 %","80.9 °","0.8 m/s","1010.6 hPa","0 mm","90 %",
"2024-10-24 05:46:23","21.4 ℃","92.5 %","119.4 °","0.5 m/s","1010.6 hPa","0 mm","90 %",
"2024-10-24 06:01:23","21.4 ℃","92.5 %","111.8 °","0.4 m/s","1010.6 hPa","0 mm","90 %",
"2024-10-24 06:16:23","21.5 ℃","92.5 %","171.4 °","0.4 m/s","1011 hPa","0 mm","89 %",
"2024-10-24 06:31:23","20.9 ℃","92.5 %","318 °","0.2 m/s","1010.7 hPa","0 mm","89 %",
"2024-10-24 06:46:23","20.8 ℃","93 %","39.4 °","0.2 m/s","1010.8 hPa","0 mm","89 %",
"2024-10-24 07:01:23","20.9 ℃","93 %","354.4 °","0.1 m/s","1011 hPa","0 mm","89 %",
"2024-10-24 07:16:23","21.6 ℃","92.5 %","154.1 °","0.4 m/s","1011.4 hPa","0 mm","90 %",
"2024-10-24 07:31:23","22.9 ℃","90.5 %","126.4 °","0.6 m/s","1012 hPa","0 mm","90 %",
"2024-10-24 07:46:23","23.5 ℃","88 %","315.5 °","0.5 m/s","1012 hPa","0 mm","90 %",
"2024-10-24 08:01:23","24.4 ℃","84 %","234.8 °","0.8 m/s","1012.1 hPa","0 mm","90 %",
"2024-10-24 08:16:23","24.8 ℃","82.5 %","323.8 °","0.3 m/s","1012.2 hPa","0 mm","90 %",
"2024-10-24 08:31:23","26.5 ℃","76 %","204.2 °","0.3 m/s","1012.3 hPa","0 mm","100 %",
"2024-10-24 08:46:23","27.9 ℃","72.5 %","141.7 °","0.4 m/s","1012.6 hPa","0 mm","100 %",
"2024-10-24 09:01:23","27.9 ℃","71.5 %","151.5 °","1.5 m/s","1012.4 hPa","0 mm","100 %",
"2024-10-24 09:16:23","28.1 ℃","71.5 %","79.2 °","0.6 m/s","1012.4 hPa","0 mm","100 %",
"2024-10-24 09:31:23","29 ℃","68.5 %","139.4 °","0.6 m/s","1012.5 hPa","0 mm","100 %",
"2024-10-24 09:46:23","28.8 ℃","69.5 %","239.3 °","0.5 m/s","1012.4 hPa","0 mm","100 %",
"2024-10-24 10:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 10:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 10:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 10:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 11:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 11:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 11:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 11:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 12:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 12:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 12:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 12:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 13:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 13:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 13:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 13:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 14:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 14:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 14:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 15:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 15:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 15:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 15:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 16:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 16:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 16:31:25"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 16:46:23","30.9 ℃","62.5 %","113.5 °","1.7 m/s","1008.1 hPa","0 mm","100 %",
"2024-10-24 17:01:23","29.4 ℃","67 %","58 °","2.1 m/s","1007.7 hPa","0 mm","100 %",
"2024-10-24 17:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 17:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 17:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 18:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 18:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 18:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 18:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 19:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-24 19:16:23","25.4 ℃","79 %","93.9 °","1.8 m/s","1009.1 hPa","0 mm","100 %",
"2024-10-24 19:31:23","25.2 ℃","79.5 %","93.9 °","1.2 m/s","1009.3 hPa","0 mm","100 %",
"2024-10-24 19:46:23","25.2 ℃","80 %","88.8 °","1.7 m/s","1009.6 hPa","0 mm","100 %",
"2024-10-24 20:01:23","25.2 ℃","80 %","127.7 °","0.7 m/s","1009.8 hPa","0 mm","100 %",
"2024-10-24 20:16:23","25 ℃","81 %","111.4 °","1.3 m/s","1009.9 hPa","0 mm","100 %",
"2024-10-24 20:31:23","24.7 ℃","81.5 %","100.8 °","1.2 m/s","1010.1 hPa","0 mm","100 %",
"2024-10-24 20:46:23","24.7 ℃","81 %","96.3 °","1.1 m/s","1010.3 hPa","0 mm","100 %",
"2024-10-24 21:01:23","24.6 ℃","81.5 %","105 °","0.8 m/s","1010.4 hPa","0 mm","100 %",
"2024-10-24 21:16:23","24.5 ℃","81.5 %","118.3 °","1.4 m/s","1010.5 hPa","0 mm","100 %",
"2024-10-24 21:31:23","24.5 ℃","81.5 %","100.9 °","1.7 m/s","1010.6 hPa","0 mm","100 %",
"2024-10-24 21:46:23","24.3 ℃","82.5 %","135.2 °","1.5 m/s","1010.7 hPa","0 mm","100 %",
"2024-10-24 22:01:23","24.2 ℃","83 %","72.7 °","1.6 m/s","1010.7 hPa","0 mm","100 %",
"2024-10-24 22:16:23","24.1 ℃","83 %","93.6 °","1.2 m/s","1010.8 hPa","0 mm","100 %",
"2024-10-24 22:31:26","24 ℃","83.5 %","75.2 °","0.9 m/s","1010.9 hPa","0 mm","100 %",
"2024-10-24 22:46:23","23.8 ℃","84.5 %","97.8 °","1.3 m/s","1010.9 hPa","0 mm","98 %",
"2024-10-24 23:01:23","23.9 ℃","84 %","89.1 °","0.8 m/s","1010.9 hPa","0 mm","98 %",
"2024-10-24 23:16:23","23.9 ℃","85.5 %","82.1 °","1.2 m/s","1010.9 hPa","0 mm","98 %",
"2024-10-24 23:31:23","23.7 ℃","86.5 %","79.3 °","1.4 m/s","1010.8 hPa","0 mm","98 %",
"2024-10-24 23:46:23","23.6 ℃","86 %","118.2 °","0.7 m/s","1010.7 hPa","0 mm","98 %",
"2024-10-25 00:01:23","23.5 ℃","87 %","109.3 °","0.9 m/s","1010.7 hPa","0 mm","96 %",
"2024-10-25 00:16:23","23.5 ℃","86.5 %","121.3 °","1.7 m/s","1010.7 hPa","0 mm","96 %",
"2024-10-25 00:31:23","23.2 ℃","87 %","117.4 °","0.9 m/s","1010.4 hPa","0 mm","96 %",
"2024-10-25 00:46:23","22.9 ℃","88 %","138.8 °","1.5 m/s","1010.3 hPa","0 mm","96 %",
"2024-10-25 01:01:23","22.8 ℃","88.5 %","122.1 °","1.3 m/s","1010.3 hPa","0 mm","96 %",
"2024-10-25 01:16:23","22.6 ℃","88 %","186.9 °","0.8 m/s","1010.2 hPa","0 mm","95 %",
"2024-10-25 01:31:23","22.2 ℃","89 %","153.9 °","0.7 m/s","1010.1 hPa","0 mm","95 %",
"2024-10-25 01:46:23","22 ℃","90 %","165.4 °","1.2 m/s","1010 hPa","0 mm","95 %",
"2024-10-25 02:01:23","21.8 ℃","90.5 %","147.3 °","0.9 m/s","1009.8 hPa","0 mm","95 %",
"2024-10-25 02:16:23","21.8 ℃","91.5 %","151.2 °","0.8 m/s","1009.8 hPa","0 mm","94 %",
"2024-10-25 02:31:23","21.7 ℃","91.5 %","161.6 °","0.4 m/s","1009.7 hPa","0 mm","94 %",
"2024-10-25 02:46:23","21.6 ℃","92 %","194.1 °","0.6 m/s","1009.7 hPa","0 mm","94 %",
"2024-10-25 03:01:23","21.6 ℃","92 %","298.8 °","0.2 m/s","1009.7 hPa","0 mm","94 %",
"2024-10-25 03:16:23","21.3 ℃","92.5 %","299.5 °","0.2 m/s","1009.6 hPa","0 mm","92 %",
"2024-10-25 03:31:23","21.2 ℃","92.5 %","328.3 °","0.4 m/s","1009.7 hPa","0 mm","92 %",
"2024-10-25 03:46:23","21.3 ℃","93 %","113.4 °","0.4 m/s","1009.9 hPa","0 mm","92 %",
"2024-10-25 04:01:23","21.4 ℃","93 %","356.3 °","0.8 m/s","1009.9 hPa","0 mm","92 %",
"2024-10-25 04:16:23","21.4 ℃","93 %","89.9 °","0.7 m/s","1010.2 hPa","0 mm","92 %",
"2024-10-25 04:31:23","21.4 ℃","93 %","44.7 °","0.5 m/s","1010.3 hPa","0 mm","91 %",
"2024-10-25 04:46:23","21.5 ℃","93 %","7.4 °","1.3 m/s","1010.5 hPa","0 mm","91 %",
"2024-10-25 05:01:23","21.6 ℃","93 %","90.7 °","0.5 m/s","1010.6 hPa","0 mm","91 %",
"2024-10-25 05:16:23","21.6 ℃","93 %","79.6 °","0.5 m/s","1010.7 hPa","0 mm","91 %",
"2024-10-25 05:31:23","21.6 ℃","93 %","72.8 °","0.5 m/s","1011 hPa","0 mm","89 %",
"2024-10-25 05:46:23","21.4 ℃","93 %","128.6 °","0.4 m/s","1011 hPa","0 mm","89 %",
"2024-10-25 06:01:23","21.5 ℃","93 %","124.9 °","0.3 m/s","1011.1 hPa","0 mm","89 %",
"2024-10-25 06:16:23","21.1 ℃","93 %","324.4 °","0.2 m/s","1011.1 hPa","0 mm","89 %",
"2024-10-25 06:31:23","20.9 ℃","93.5 %","325.1 °","0.2 m/s","1011.2 hPa","0 mm","89 %",
"2024-10-25 06:46:23","20.8 ℃","93.5 %","334.2 °","0.2 m/s","1011.3 hPa","0 mm","88 %",
"2024-10-25 07:01:23","21.2 ℃","93 %","276.2 °","0.1 m/s","1011.7 hPa","0 mm","88 %",
"2024-10-25 07:16:23","21.6 ℃","92.5 %","131.3 °","0.1 m/s","1012.1 hPa","0 mm","88 %",
"2024-10-25 07:31:23","22.7 ℃","90 %","149.6 °","1.1 m/s","1012.4 hPa","0 mm","88 %",
"2024-10-25 07:46:23","23.7 ℃","87.5 %","151.8 °","0.5 m/s","1012.7 hPa","0 mm","88 %",
"2024-10-25 08:01:26","25.5 ℃","81 %","127.4 °","0.7 m/s","1012.9 hPa","0 mm","100 %",
"2024-10-25 08:16:23","26.4 ℃","76.5 %","220.4 °","0.3 m/s","1013 hPa","0 mm","100 %",
"2024-10-25 08:31:23","27.2 ℃","74.5 %","179.2 °","0.9 m/s","1013.1 hPa","0 mm","100 %",
"2024-10-25 08:46:23","26.5 ℃","76 %","113.5 °","1.1 m/s","1013.1 hPa","0 mm","100 %",
"2024-10-25 09:01:25","27 ℃","74 %","121.1 °","1.8 m/s","1013.3 hPa","0 mm","100 %",
"2024-10-25 09:16:23","27.4 ℃","72.5 %","183.2 °","0.8 m/s","1013.3 hPa","0 mm","100 %",
"2024-10-25 09:31:23","28 ℃","69.5 %","175.9 °","1.5 m/s","1013.5 hPa","0 mm","100 %",
"2024-10-25 09:46:23","29.3 ℃","67 %","156.5 °","1.7 m/s","1013.8 hPa","0 mm","100 %",
"2024-10-25 10:01:23","29.1 ℃","64 %","134.4 °","1.8 m/s","1013.4 hPa","0 mm","100 %",
"2024-10-25 10:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-25 10:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-25 10:46:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-25 11:01:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-25 11:16:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-25 11:31:27"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
